company,tweet,sentiment
$WIPRO.NSE,$WIPRO.NSE Very near to the second target of 376. Bearish,Bearish
$WIPRO.NSE,"$WIPRO.NSE weak results. Here?? a quick summary. 

Key positives: 
Broad-based revenue growth, 
in-line Q3 guidance; 
steady order book.  

Key Negatives: 
Slowdown in Consulting to dampen revenue growth
EBITM miss and 
lack of clarity on margin recovery timelines.

Key Monitorables:
execution of WIPRO?? refreshed strategy, and
successful turnaround from its growth struggles Bearish",Bearish
$TCS.NSE,$TCS.NSE looks like decent earnings but commentary was not confident so still possible that next quarter is weak $INFY.NSE $WIPRO.NSE $HCL.INSYS.NSE $NIFTYIT.NSE Bearish,Bearish
$WIPRO.NSE,"Just a minor bottom corrective wave form in $WIPRO.NSE  
Do hold it till it reaches the previous swing top of 426  
Your views? @chndr_prksh @iYashUpadhyaya @Sakshi_Ranawat @prakashtilokani06 @CAPriyankalimaye @Sakshamikshansh @StocktwitsIndia Bullish",Bullish
$WIPRO.NSE,Stay long in $WIPRO.NSE till it reaches the target of 426. Bullish,Bullish
$WIPRO.NSE,"$WIPRO.NSE Adx : 29.47, +DI : 18.70, -DI : 31.42(mild bearish) 
Aroon Up : 0, Aroon Down : 57.00(mild bearish) Bearish",Bearish
$WIPRO.NSE,Go long in $WIPRO.NSE for a target of 416. Bullish,Bullish
$WIPRO.NSE,"$WIPRO.NSE 
Aroon- Bullish Bullish",Bullish
$WIPRO.NSE,"Considering the set in up in $WIPRO.NSE ,  
probability of nice bounce back seems to be higher! Bullish",Bullish
$WIPRO.NSE,"$WIPRO.NSE 
Wipro has wiped off investors' money by 1.32% today. It has formed bearish englulfing pattern where it has engulfed 5 days candles. Hence, wipro seems to be highly bearish stock. Bearish",Bearish
$WIPRO.NSE,"$WIPRO.NSE took the short covering resistance perfectly around 400  
hold it till it reaches the target of 384. 
Your views ? @chndr_prksh @iYashUpadhyaya @Sakshi_Ranawat @Sakshamikshansh @Kushghodasara @CAPriyankalimaye @prakashtilokani06 Bearish",Bearish
$WIPRO.NSE,"$WIPRO.NSE  
CMP: Rs 396.15 
Even though the stock is trading below EMA-50 and 200 levels, MACD is moving towards the signal line, if it crosses the signal line we may expect a bullish momentum. Good time to invest in this stock. Buy the dip!! Bullish",Bullish
$WIPRO.NSE,"$WIPRO.NSE 
As given the previous target, Wipro has been performing well. It is also exactly at the bottom of the VWAP line. Hence, buying pressure could be seen from now hereon. Bullish",Bullish
$WIPRO.NSE,"$WIPRO.NSE  
CMP: Rs 399.70 
Today's performance by Wipro has been outstanding. The green engulfing candlestick pattern has developed, and the price is currently up roughly 0.40%. 
The stock currently has strong buying pressure and significant volume. Bullish",Bullish
$WIPRO.NSE,"$WIPRO.NSE Adx : 24.91, +DI : 16.31, -DI : 37.99(bearish) 
Macd : -6.09, Signal Line : -4.85(bearish) Bearish",Bearish
$WIPRO.NSE,"Short $WIPRO.NSE at CMP for a Target of 377. 
Your views? @chndr_prksh @iYashUpadhyaya @Sakshi_Ranawat @Sakshamikshansh @CAPriyankalimaye @prakashtilokani06 Bearish",Bearish
$WIPRO.NSE,"$WIPRO.NSE 
MACD-bullish
Supertrend - bullish Bullish",Bullish
$NIFTYIT.NSE,"$NIFTYIT.NSE $WIPRO.NSE $TCS.NSE $INFY.NSE 
Today nifty IT is showing strength and double bottom is formed in Nifty IT. 
Buying can be done in IT stocks for swing trade.
Large cap- infosys, wipro, tcs.
Mid cap- KPIT, happiest mind, affle. Bullish",Bullish
$WIPRO.NSE,$WIPRO.NSE Although stock has performed well today but indicators are predicting bearish trend further. Bearish,Bearish
$WIPRO.NSE,"$WIPRO.NSE 
CMP: Rs 397.25
The stock surges close to 3% today. As stated earlier that this is the right time to buy this stock. If the upward trend sustain the next target would be Rs.418+ Bullish",Bullish
$WIPRO.NSE,"$WIPRO.NSE 
Wipro has performed exceptionally well today. It saw selling pressure in the day's beginning, but with time, formed hammer candlestick pattern and now, the stock is up by almost 0.80%. 
With high volumes and good buying pressure, the stock looks bullish now. Bullish",Bullish
$WIPRO.NSE,"$WIPRO.NSE 400 levels have been checked again. 
it can fall farther. 
if u want to enter, wait till 450. Bearish",Bearish
$WIPRO.NSE,"$WIPRO.NSE 
Can we call this as bullish divergence!
Soon might be reversal from here.! 4hours time frame
@chndr_prksh @CAPriyankalimaye views ! Bullish",Bullish
$WIPRO.NSE,"$WIPRO.NSE  
In a 15 min time frame, a parallel channel formed and a morning star pattern was seen from there is a reversal and see an upward breakout Bullish",Bullish
$WIPRO.NSE,"$WIPRO.NSE Adx : 22.14, +DI : 17.86, -DI : 38.30(bearish) 
Macd : -5.68, Signal Line : -4.15(bearish) Bearish",Bearish
$WIPRO.NSE,"$WIPRO.NSE Target hit successfully!! 
There can be a possibility of short covering as of now. 
Your views @chndr_prksh @Stocktwits @iYashUpadhyaya @Sakshamikshansh @Sakshi_Ranawat @CAPriyankalimaye @prakashtilokani06 Bearish",Bearish
$WIPRO.NSE,"$WIPRO.NSE Adx : 21.05, +DI : 18.81, -DI : 39.08(bearish) 
Macd : -5.00, Signal Line : -3.76(bearish) Bearish",Bearish
$TCS.NSE,$TCS.NSE $INFY.NSE $WIPRO.NSE $TECHM.NSE $HCLTECH.NSE - weak commentary from Accenture on IT spends outlook. More headache for IT stocks. Staying away from this sector at the moment. Bearish,Bearish
$WIPRO.NSE,Stay in Short side in  $WIPRO.NSE till it reaches the target of 390. Bearish,Bearish
$WIPRO.NSE,"$WIPRO.NSE is taking a good support at trend line, a small consolidation at this level is expected. if it breaks this trend line on the lower side, a strong bearish momentum can be expected. Bearish",Bearish
$WIPRO.NSE,"$WIPRO.NSE not a pleasant read if you??e a WIPRO investor. 

livemint.com/companies/news... Bearish",Bearish
$WIPRO.NSE,"$WIPRO.NSE 
Supertrend- Bearish
MACD- Bearish Bearish",Bearish
$WIPRO.NSE,"$WIPRO.NSE 
CMP: Rs 404.85
The stock is facing high selling pressure but with decreased volumes. Good time to buy this stock. Bullish",Bullish
$WIPRO.NSE,"$WIPRO.NSE is one of the large cap IT stocks that has been hammered by the stock market. However, one can see a decent triangle formation and bottom formation going on here. If this formation succeeds, it can be a great accumulation zone for the stock for the medium term. The base of the triangle (marked in the chart) is your stop loss. Bullish",Bullish
$WIPRO.NSE,Hold $WIPRO.NSE till it reaches the target of 390. Bearish,Bearish
$WIPRO.NSE,"WIPRO: CO APPOINTS DHRUV ANAND AS COUNTRY HEAD & MANAGING DIRECTOR FOR JAPAN 
 
$WIPRO.NSE Bullish",Bullish
$WIPRO.NSE,"$WIPRO.NSE 
The stock is in bearish trend  and being trading below EMA-50&200 levels, but today formed a hammer candle pattern indicating a reversal in trend ahead. Bullish",Bullish
$WIPRO.NSE,"$WIPRO.NSE  
CMP: 400.30 
Today's decrease is over 3.5%. 
This stock is at the ideal price to buy, which is Rs 425. Bullish",Bullish
$WIPRO.NSE,"$WIPRO.NSE 
CMP: 407.15
Again down by almost 2% today.
Perfect time to buy this stock with a target price of 425. Bullish",Bullish
$WIPRO.NSE,"$WIPRO.NSE  
MACD: -1.96 
Macd Signal: -2.85 (Bearish) 
RSI: 47.38 (Underbought) Bearish",Bearish
$WIPRO.NSE,"$WIPRO.NSE Aroon Up : 85.00, Aroon Down : 14.00(bullish) 
Macd : -1.96, Signal Line : -2.85(bullish) Bullish",Bullish
$WIPRO.NSE,"$WIPRO.NSE Showing mild bearish siganls 
Adx : 17.37, +DI : 25.53, -DI : 32.46 (Mild Bearish Signal; bearish revesal caution) 
Macd : -2.04, Signal Line : -3.07 (Mild Bearish Signal) 
RSi: 50.13 (Neutral Signal) Bearish",Bearish
$WIPRO.NSE,Sell $WIPRO.NSE at CMP for a Target of 398. Bearish,Bearish
$WIPRO.NSE,"$WIPRO.NSE 
MACD- Bullish Bullish",Bullish
$WIPRO.NSE,"$WIPRO.NSE 
Though Wipro opened at a lower price today, but since then, the price has surged as could be seen from the graph. 
Almost 1 percent has been covered since it opened by more than 2% down. Bullish",Bullish
$WIPRO.NSE,"$WIPRO.NSE Adx : 17.79, +DI : 28.88, -DI : 24.76(bullish) 
Macd : -2.25, Signal Line : -3.33(bullish) Bullish",Bullish
$WIPRO.NSE,"$WIPRO.NSE  
Best swing trade  
Buy wipro at cmp 
Target- 442 
SL-410 Bullish",Bullish
$WIPRO.NSE,"$WIPRO.NSE 
CMP: Rs 423.80
RSI: 54
The stock has been into bull run from previous few sessions, but now has made a resistance at EMA-50 level. Though MACD is bullish but it seem to consolidate from here onwards. Thus, giving bearish indication. Bearish",Bearish
$WIPRO.NSE,Go long in $WIPRO.NSE for a Target of 445. Bullish,Bullish
$WIPRO.NSE,"$WIPRO.NSE  
MACD: -3.13 
Macd Signal: -3.60 (Bearish) 
RSI: 53.48 (Neutral) Bearish",Bearish
$WIPRO.NSE,"$WIPRO.NSE 

Are wipro forming double bottom pattern??

Keep it on your radar!

@PHIstocks Bullish",Bullish
$WIPRO.NSE,"$WIPRO.NSE 
CMP: 423
The stock is still bullish. It has already surpassed the target of 416. Next level 430. Bullish",Bullish
$INFY.NSE,$INFY.NSE $WIPRO.NSE $TCS.NSE Shares of Indian IT businesses gained in morning trade on September 12 after companies reiterated their optimism in growth at recent analyst meetings. Bullish,Bullish
$WIPRO.NSE,"$WIPRO.NSE  
A rising wedge pattern formed in 15 min time frame and the stock is moving sideways trend 
RSI - 71.09 - almost on the overbought zone but in the daily time frame it's not trading in an overbought zone 
This can be good time to enter Bullish",Bullish
$WIPRO.NSE,Go long in $WIPRO.NSE if it gives closing over 419 today. Bullish,Bullish
$INFY.NSE,"$INFY.NSE $TCS.NSE $WIPRO.NSE $LTI.NSE $MPHASIS.NSE 

IT stocks extended their gains to day 4 ?? Bullish",Bullish
$WIPRO.NSE,$WIPRO.NSE finally back above the 20 and 50 day moving averages Bullish,Bullish
$WIPRO.NSE,"$WIPRO.NSE  
 
CMP: 417.15 
Support: 395-400  
Resistance:  440-445 
Target: 480+ 
 
Looks bullish from present levels, might do 480+ in next 2-3 months. Bullish",Bullish
$WIPRO.NSE,"$WIPRO.NSE 
Fundamental good  IT stock with growth
After long downtrend, positive can be seen !
CMP 417
Target 445,500, longer targets 650,700
Risk reward awesome!
Rsi bullish divergence seen.!
Coming days there will be positive in this stock!
Don't miss it ! 
@Stocktwits 
@chndr_prksh 
@Sakshamikshansh Bullish",Bullish
$WIPRO.NSE,"$WIPRO.NSE is trading at a very good level. Today it closed with a confusing candle but if it starts trading above 420, a strong buying move can be expected. Bullish",Bullish
$WIPRO.NSE,"Positional play a long positive divergence on $WIPRO.NSE fut.... 
 
Buy near 420 with sl 401 and tgts open Bullish",Bullish
$WIPRO.NSE,"$WIPRO.NSE Aroon Up : 7.00, Aroon Down : 50.00(mild bearish) 
Macd : -4.86, Signal Line : -3.61(mild bearish) Bearish",Bearish
$WIPRO.NSE,"$WIPRO.NSE 
CMP: 412.70
The stock has already surged by 1.30% as of now as predicted in the previous post. 
It might face resistance at 416.80 Bullish",Bullish
$WIPRO.NSE,$WIPRO.NSE has fallen from 700 and has been under selling pressure for the past 9 months. it has made a beautiful trend line and the stock is tearing a very good support at 400 and has been consolidating for almost 3 months around 400. If it breaks the trend line a strong bullish. momentum can be expected. Bullish,Bullish
$WIPRO.NSE,"$WIPRO.NSE  
CMP: Rs 406.70 
With a gain of over 0.5%, Wipro has established a bullish engulfing pattern. The stock appears to be strong right now. The next target is Rs.416. Bullish",Bullish
$WIPRO.NSE,"$WIPRO.NSE 
As predicted yesterday, Wipro has surged by 0.66% and has formed bullish engulfing pattern. The stock looks strong as of now. Next target 416. Bullish",Bullish
$WIPRO.NSE,"$WIPRO.NSE  
At Good Support. 
Keep track for upside in coming days. Bullish",Bullish
$WIPRO.NSE,"$WIPRO.NSE Aroon Up : 7.00, Aroon Down : 64.00(mild bearish) 
Macd : -5.20, Signal Line : -2.80(bearish) Bearish",Bearish
$WIPRO.NSE,$WIPRO.NSE Bearish breakout confirmed hold it for a Target of 390. Bearish,Bearish
$WIPRO.NSE,"$WIPRO.NSE 
CMP: Rs 404.55
The stock has been in downward trend for a very long time now. MACD is still bearish Bearish",Bearish
$WIPRO.NSE,"$WIPRO.NSE 
CMP: 404.90
The stock is at its oversold zone as could be inferred from VWAP. With a target of 425-430, we can expect the price to be bullish. Bullish",Bullish
$WIPRO.NSE,Sell $WIPRO.NSE at CMP for a Target of 390. Bearish,Bearish
$WIPRO.NSE,"$WIPRO.NSE $NIFTYIT.NSE is still under selling pressure, can check 390. Bearish",Bearish
$WIPRO.NSE,"A selling pressure can be seen since morning in $WIPRO.NSE. It is expected to continue to fall till 400 which is gonna act as a strong support. If it starts trading below 400, selling pressure may continue. Bearish",Bearish
$WIPRO.NSE,"$WIPRO.NSE 
Good fall or retracement is seen wipro, which is noting but profit booking. Those who accumulated at higher level don't fear. Those who want to buy, it is good opportunity for them. Bullish",Bullish
$WIPRO.NSE,Sell $WIPRO.NSE at CMP for a Target of 390. Bearish,Bearish
$WIPRO.NSE,"$WIPRO.NSE $NIFTYIT.NSE trend looks bearish, avoid from investment perspective. Bearish",Bearish
$WIPRO.NSE,"$WIPRO.NSE 
CMP: Rs 409.40
RSI: 40
The stock is in bearish trend with decreased trading volumes. MACD is also below the signal line. Thus, giving bearish indication. Bearish",Bearish
$WIPRO.NSE,"$WIPRO.NSE 
CMP: 409.10
The stock is trading at its overbought zone. The stock can face resistance at 417 with a long term target of 443 Bullish",Bullish
$WIPRO.NSE,"$WIPRO.NSE support at 400 
$NIFTYIT.NSE Do not take any new position from an investment perspective, the whole IT sector is struggling after a long bull run of 20-21, and this stock has no exceptional Bearish",Bearish
$WIPRO.NSE,"$WIPRO.NSE  
 
HCL Tech beats Wipro to become India?? third largest IT company 
 
businessinsider.in/stock-ma... Bearish",Bearish
$WIPRO.NSE,"No strong action for long side in $WIPRO.NSE. 
Sell at CMP for a Target of 390. Bearish",Bearish
$WIPRO.NSE,"$WIPRO.NSE CMP: 413.55 
RSI: 43.25 
Stock is trading below EMA- 50 & 200 levels, Macd is also showing bearish signals indicating for bearish trend ahead. Bearish",Bearish
$WIPRO.NSE,"What are your short Term Views for $WIPRO.NSE . 
@chndr_prksh @iYashUpadhyaya @CAPriyankalimaye @prakashtilokani06 @Sakshi_Ranawat  
According to me it's gonna hit 390 very soon. Bearish",Bearish
$WIPRO.NSE,"$WIPRO.NSE Aroon Up : 50.00, Aroon Down : 78.00(mild bearish) 
Adx : 20.23, +DI : 20.26, -DI : 28.04(mild bearish) Bearish",Bearish
$WIPRO.NSE,Hold $WIPRO.NSE till it reaches the Target of 390. Bearish,Bearish
$WIPRO.NSE,"$WIPRO.NSE there is a Sharpe decline in IT stocks so does Wipro, 400 is the major support area. 
as $NIFTY50.NSE looks bearish and IT is already struggling, won't be surprised if we can a breakdown. 
 
#stayaway Bearish",Bearish
$TCS.NSE,"$TCS.NSE $INFY.NSE $WIPRO.NSE $TECHM.NSE $MPHASIS.NSE IT stocks are getting slapped. Had written about how the worst is far from over for IT stocks in the latest Daily Rip India newsletter. Sign up now to India's #1 market's newsletter (its completely FREE): 

stocktwits.com/c/newsletter... Bearish",Bearish
$WIPRO.NSE,"$WIPRO.NSE  
CMP: Rs 417.70 
The EMA 50 and 200 are below the stock. In the last two trading sessions, sell volumes have grown. 
The stock is neither in its oversold nor overbought zone, according to the VWAP indicator. However, this stock's ADX DMI OBV indicator is still bearish. 
So, use caution when buying this stock. Bearish",Bearish
$WIPRO.NSE,"$WIPRO.NSE  showing bearish signals 
Adx : 20.55, +DI : 19.45, -DI : 29.84 (Bearish ; Trending down) 
Macd : -0.559, Signal Line : 1.70 (Bullish Signal) 
RSI: 36.38 (Neutral; towards over sold) Bearish",Bearish
$WIPRO.NSE,Sell $WIPRO.NSE at CMP for a Target of 390. Bearish,Bearish
$WIPRO.NSE,"$WIPRO.NSE  
MACD: -0.56 
Macd Signal: 1.70 (Neutral) 
RSI: 41.24 (Underbought) Bearish",Bearish
$WIPRO.NSE,$WIPRO.NSE is looking negative on daily timeframe after today?? session. 410 is gonna act as the next support level for the stock. A selling pressure can be exoec tomorrow. Bearish,Bearish
$WIPRO.NSE,"$WIPRO.NSE 
CMP: 416
The stock is below EMA 50 and 200. Sell volumes have increased in past two trading sessions. 
Looking at the VWAP indicator, it shows that the stock is neither at its oversold nor overbought zone. But ADX DMI OBV indicator is still bearish on this stock. 
Hence, be cautious on this stock. Bearish",Bearish
$WIPRO.NSE,"$WIPRO.NSE  
 
Wipro yielding good returns around 4%, double top structure at resistance gave good risk:rewards Bearish",Bearish
$WIPRO.NSE,Short $WIPRO.NSE Sl : 431 Target : 401 Bearish,Bearish
$WIPRO.NSE,"$WIPRO.NSE  
Recently the stock gives a downward breakout from the wedge type of formation and it's trying to recover back  
Chances are this week the stock will try to remain in bullish side Bullish",Bullish
$WIPRO.NSE,"$WIPRO.NSE Aroon Up : 64.00, Aroon Down : 92.00(bearish) 
Macd : 0.406, Signal Line : 2.26(bearish) Bearish",Bearish
$TCS.NSE,$TCS.NSE $WIPRO.NSE $INFY.NSE $MPHASIS.NSE $COFORGE.NSE IT stocks under pressure today as JP Morgan continues to remain cautious ?? Bearish,Bearish
$WIPRO.NSE,$WIPRO.NSE stock is trading below Ema-50 & 200 levels and macd is also predicting downward trend indicating bearish momentum ahead. Bearish,Bearish
$WIPRO.NSE,"$WIPRO.NSE Macd : 2.90, Signal Line : 3.03(strong bearish) 
Adx : 20.07, +DI : 21.46, -DI : 27.65(stong bearish) Bearish",Bearish
$WIPRO.NSE,"Sharp breakout towards bear side  
Hold $WIPRO.NSE till it reaches the target of 390. Bearish",Bearish
$WIPRO.NSE,"$WIPRO.NSE  
CMP: Rs 420 
RSI: 44 
Indicating impending bearish momentum, the stock is currently trading below the EMA-50 Level. Additionally, the MACD line coincides with its signal line, increasing the likelihood that the stock will decline. Bearish",Bearish
$WIPRO.NSE,"$WIPRO.NSE 
In the last trading session, I had mentioned that we should wait for another trading session to give any predictions for the stock as it was on its support zone. 
Since today it went down by 1.49%, we can expect bearish momentum ahead now. Bearish",Bearish
$WIPRO.NSE,"$WIPRO.NSE CMP: 425.70 
RSI:47.73 
Today stock is trading below EMA- 50 Level indicating bearish momentum ahead. Also, MACD line is coinciding with its signal line hence there are chances of stock going down. Bearish",Bearish
$WIPRO.NSE,"$WIPRO.NSE 
The IT stocks seem to be facing a selling pressure. Also, $WIPRO.NSE has crossed the EMA-50 line indicating a bearish momentum ahead. Bearish",Bearish
$WIPRO.NSE,"$WIPRO.NSE CMP: 432.10 
RSI: 52.78 
Stock is trading on EMA- 50 level. Macd is somewhat bullish about the stock. Bullish",Bullish
$WIPRO.NSE,"$WIPRO.NSE Aroon Up : 92.00, Aroon Down : 0(bullish) 
Macd : 4.67, Signal Line : 2.76(bullish) Bullish",Bullish
$WIPRO.NSE,"$WIPRO.NSE  has received a multi-year contract to deliver Service integration and management (SIAM) services to HM Treasury (HMT). Wipro and HMT will collaborate to enable end-to-end SIAM services, from strategy, design, and implementation to running business-as-usual services such as day-to-day coordination of service integration across HMT's vendors.
Can help to give up move? Bullish",Bullish
$WIPRO.NSE,"$WIPRO.NSE  
 
Wipro creating double top structure at the resistance level, wait for the neckline break for further movement Bearish",Bearish
$WIPRO.NSE,"$WIPRO.NSE 
CMP: Rs 434.95
The stock has made a resistance at EMA-50 level. MACD is also bullish. It may move upward from here. Bullish",Bullish
$WIPRO.NSE,"$WIPRO.NSE 
RSI line has also gone down from the SMA line, showing bearish signal. The stock is also down by 1.85% today. Today a strong bearish candle has been formed by WIPRO. 
We can expect the price to drop down further. Bearish",Bearish
$WIPRO.NSE,"$WIPRO.NSE  
In a 1-hour time frame, the stock is moving in a triangle pattern and may see a downward breakout or may be false breakout need to wait for the confirmation here Bearish",Bearish
$WIPRO.NSE,"$WIPRO.NSE looking bullish for long term. Tomorrow if it starts trading above 444, a strong bullish momentum can be expected. 450 gonna act as the next resistance . Bullish",Bullish
$WIPRO.NSE,"$WIPRO.NSE 
Buy buy buy
Buying can be done at cmp and after some retracement also.
Target- 480
SL- 410 Bullish",Bullish
$WIPRO.NSE,"$WIPRO.NSE Aroon Up : 71.00, Aroon Down : 14.00(bullish) 
Macd : 4.22, Signal Line : 1.63(bullish) Bullish",Bullish
$WIPRO.NSE,"$WIPRO.NSE 

Wipro Limited , a leading technology services and consulting company, announced the launch of Wipro Shelde Australia, a sovereign cybersecurity offering for the Australian government and critical infrastructure industries, to help navigate the cyber threat landscape. 

techbusinessnews.com.au/new... Bullish",Bullish
$WIPRO.NSE,"views on $WIPRO.NSE? 
@CAPriyankalimaye @Analyst_Aashay @Sakshi_Ranawat Bullish",Bullish
$WIPRO.NSE,"$WIPRO.NSE 
CMP: Rs. 437.10
RSI: 58
The stock has made a support at EMA-50 level. MACD is indicating an upward trend. 
Thus, giving a bullush indicator. Bullish",Bullish
$WIPRO.NSE,"$WIPRO.NSE 
CMP: 437.00
RSI: 58
ADX DMI OBV indicator is showing bullish momentum. MACD is also bullish. Sell volumes have decreased today, hence, we can expect the share to rise further. 
Target: 455>>460>>490 Bullish",Bullish
$WIPRO.NSE,"$WIPRO.NSE Macd : 3.64, Signal Line : 0.242(bullish) 
Aroon Up : 85.00, Aroon Down : 28.00(mild bullish) Bullish",Bullish
$WIPRO.NSE,"$WIPRO.NSE 
Bollinger bands -overbought
RSI-overbought Bearish",Bearish
$WIPRO.NSE,"$WIPRO.NSE  
Investor are accumulating in this counter and I have also suggested in past about it.  
Target- 490,540, 610 Bullish",Bullish
$WIPRO.NSE,"$WIPRO.NSE Breaking down from trendline resistance 
Strong CE Base at 430, 440 
Will it touch 390-400 again? Bearish",Bearish
$WIPRO.NSE,$WIPRO.NSE facing resistance and is respecting the trend line. Selling pressure may continue and drag it down  till 420. Sell if it starts trading below 428. Bearish,Bearish
$WIPRO.NSE,"$WIPRO.NSE Aroon Up : 100.00, Aroon Down : 0(strong bullish) 
Macd : 2.88, Signal Line : -1.50(bullish) Bullish",Bullish
$WIPRO.NSE,"$WIPRO.NSE 
Stock is getting u turn from its resistance
Shows some bearish at 434 rs zone
Closing below 426. might be a bearish sign & weakness Bearish",Bearish
$WIPRO.NSE,"$WIPRO.NSE 
CMP: Rs 435.85
The stock has made a support at EMA-50 level, if it doesn?? sustain that bearish trend can be expected. Bearish",Bearish
$WIPRO.NSE,"$WIPRO.NSE 
Wipro has formed bearish engulfing pattern. High chances of reversal ahead. Bearish",Bearish
$WIPRO.NSE,"$WIPRO.NSE 
MACD= bullish trend
Supertrend= bearish Bullish",Bullish
$TATAELXSI.NSE,"$TATAELXSI.NSE nice day, this barely pulled back in this downtrend relative to $TCS.NSE $INFY.NSE $WIPRO.NSE Bullish",Bullish
$WIPRO.NSE,"$WIPRO.NSE 
CMP: 435.85
Bearish engulfing pattern has been formed. Get ready for downtrend ahead. Bearish",Bearish
$WIPRO.NSE,"$WIPRO.NSE Aroon Up : 100.00, Aroon Down : 0(strong bullish) 
Macd : 2.16, Signal Line : -2.59 (strong bullish) Bullish",Bullish
$WIPRO.NSE,"$WIPRO.NSE 
CMP: Rs 435.85
Though MACD is bullish but IT stocks seem to face a bearish trend, but it has made a support at EMA-50 level. It is expected to move upward. Bullish",Bullish
$WIPRO.NSE,"$WIPRO.NSE 

50 day SMA- bullish Bullish",Bullish
$WIPRO.NSE,$WIPRO.NSE Perfectly following the bullish trendline support as of now. Bullish,Bullish
$WIPRO.NSE,"$WIPRO.NSE Aroon Up : 100.00, Aroon Down : 0(bullish) 
Macd : 0.795, Signal Line : -3.78(strong bullish) Bullish",Bullish
$WIPRO.NSE,"$WIPRO.NSE 
The company extended its strategic alignment with Nokia for digitization and automation of Nokia's operations. Bullish",Bullish
$WIPRO.NSE,"$WIPRO.NSE  
In 15 min time frame, a triangle pattern formation is seen and will see an upward breakout Bullish",Bullish
$WIPRO.NSE,"$WIPRO.NSE  
MACD: 0.80 
Macd Signal: -3.78 (Bearish) 
RSI: 60.60 (Neutral) Bearish",Bearish
$WIPRO.NSE,"$WIPRO.NSE: 
Buy: Rs 431 | Target: Rs 470 | Stop Loss: Rs 410 
The stock has maintained a strong support range between 400 and 405, and since momentum has slowly strengthened, more upward movement is expected. With the RSI rising, there is tremendous upside potential in the next days. (EDUCATIONAL PURPOSE) Bullish",Bullish
$WIPRO.NSE,"$WIPRO.NSE 
IT stocks are having an uptrend these days. Similar is the case with Wipro. 
But today, it has faced resistance from EMA 50. Though ADX DMI OBV indicator shows bullishness in the stock. 
It might face consolidation ahead. Bearish",Bearish
$WIPRO.NSE,"$WIPRO.NSE 
CMP: Rs. 434.70
The stock has made a resistance with EMA-50 level which indicates a downward movement of the stock ahead. Though MACD is bullish, market trends seems to be opposite. Bearish",Bearish
$WIPRO.NSE,"$WIPRO.NSE  
Wipro 
Start accumulating wipro at all level. 
Target- 480, 520, 600 Bullish",Bullish
$WIPRO.NSE,"$WIPRO.NSE  
MACD: -0.50 
Macd Signal: -4.92 (Bearish) 
RSI: 58.75 (Neutral) Bearish",Bearish
$WIPRO.NSE,"$WIPRO.NSE 
ADX- weak trend
DMI- Bullish Bullish",Bullish
$WIPRO.NSE,"$WIPRO.NSE looking good at current level, a strong bullish momentum can be expected tomorrow if it opens flat. Buy at 433 with a stop loss below 430 and go long till 440. Bullish",Bullish
$WIPRO.NSE,"$WIPRO.NSE Aroon Up : 100.00, Aroon Down : 14.00 (bullish) 
Macd : -1.83, Signal Line : -6.03(bullish) Bullish",Bullish
$WIPRO.NSE,STRONG BULLISH SIGNAL IN $WIPRO.NSE AS IT BREAKS THE BEARISH CHANNEL RESISTANCE AND A DOUBLE BOTTOM ALSO. Bullish,Bullish
$WIPRO.NSE,"$WIPRO.NSE 
Swing opportunity or intraday 
Buy at 432
Target 449
Stoploss 426 Bullish",Bullish
$WIPRO.NSE,"$WIPRO.NSE is looking really good for a bullish tradeZ tomorrow if it opens flat or near 430, a bullish move can be expected till 440. Keep a stop loss below 427 and 1:2 target can be expected. Bullish",Bullish
$WIPRO.NSE,"$WIPRO.NSE 
Wipro
Don't miss the opportunity, one can accumulate and fresh entries are also recommended. 
Target- 480, 520, 560 Bullish",Bullish
$WIPRO.NSE,"$WIPRO.NSE 
Positive sentiment could be expected.

thehindubusinessline.com/sp... Bullish",Bullish
$WIPRO.NSE,"$WIPRO.NSE  has entered into a new five-year strategic engagement with telecom and consumer electronics giant Nokia.

As part of the contract, Wipro will provide services for Nokia's renewed operating model that will focus on process optimization, touchless processing, and enhanced customer experience across order management supply chain, finance, and accounting operations. Bullish",Bullish
$WIPRO.NSE,"$WIPRO.NSE 
The stock has formed dogi candlestick pattern. It is also below EMA 200. 
The candles formed in these days have shown bullish uptrend, but since the volumes are reducing and there is confusion between the buyers, we can assume that the bearish momentum can get into field Bearish",Bearish
$WIPRO.NSE,"$WIPRO.NSE Aroon Up : 100.00, Aroon Down : 28.00 (bullish) 
Macd : -4.89, Signal Line : -8.04(mild bullish) Bullish",Bullish
$WIPRO.NSE,"$WIPRO.NSE is in a bearish trend. William % R in the overbought zone, Supertrend indicating an upward trend further. Buyers are more active. Bullish",Bullish
$WIPRO.NSE,"$WIPRO.NSE  
Using a 1-hour time frame, on 29th July the stock gives an upward breakout and now it's moving in a parallel channel Bullish",Bullish
$WIPRO.NSE,"$WIPRO.NSE 
CMP: Rs. 426.70
RSI: 55
The stock is in uptrend from previous week with increasing buying volumes, buyers seem more active recently. MACD is also indicating an upward trend. Bullish",Bullish
$WIPRO.NSE,$WIPRO.NSE is in an upward trend. William % R is on the edge of going to the overbought zone. Supertrend indicating an upward trend. Stock prices can be considered volatile by looking at the width of Bollinger's band. Bullish,Bullish
